categories,description,hauteur,largeur,longueur,poids,prix,sku,stock,tags,titre,url
"['bone keeper', 'pokemon']",Marowak is the evolved form of a Cubone that has overcome its sadness at the loss of its mother and grown tough. This Pokémon’s tempered and hardened spirit is not easily broken.,3,3,3,99.2,36.0,8681,295,"['bone keeper', 'marowak', 'rock head']",Marowak,https://scrapeme.live/shop/Marowak/
"['pokemon', 'vine']","Tangela’s vines snap off easily if they are grabbed. This happens without pain, allowing it to make a quick getaway. The lost vines are replaced by newly grown vines the very next day.",3,3,3,77.2,64.0,3530,91,"['chlorophyll', 'tangela', 'vine']",Tangela,https://scrapeme.live/shop/Tangela/
"['egg', 'pokemon']","Chansey lays nutritionally excellent eggs on an everyday basis. The eggs are so delicious, they are easily and eagerly devoured by even those people who have lost their appetite.",3,3,3,76.3,176.0,8548,151,"['chansey', 'egg', 'natural cure']",Chansey,https://scrapeme.live/shop/Chansey/
"['drill', 'pokemon']","Rhydon has a horn that serves as a drill. It is used for destroying rocks and boulders. This Pokémon occasionally rams into streams of magma, but the armor-like hide prevents it from feeling the heat.",6,6,6,264.6,27.0,4900,73,"['drill', 'rhydon', 'rock head']",Rhydon,https://scrapeme.live/shop/Rhydon/
"['pokemon', 'spikes']","Rhyhorn’s brain is very small. It is so dense, while on a run it forgets why it started running in the first place. It apparently remembers sometimes if it demolishes something.",3,3,3,253.5,124.0,8574,138,"['rhyhorn', 'rock head', 'spikes']",Rhyhorn,https://scrapeme.live/shop/Rhyhorn/
"['poison gas', 'pokemon']","Weezing alternately shrinks and inflates its twin bodies to mix together toxic gases inside. The more the gases are mixed, the more powerful the toxins become. The Pokémon also becomes more putrid.",3,3,3,20.9,48.0,8429,117,"['levitate', 'poison gas', 'weezing']",Weezing,https://scrapeme.live/shop/Weezing/
"['poison gas', 'pokemon']","Koffing embodies toxic substances. It mixes the toxins with raw garbage to set off a chemical reaction that results in a terribly powerful poison gas. The higher the temperature, the more gas is concocted by this Pokémon.",2,2,2,2.2,38.0,3303,110,"['koffing', 'levitate', 'poison gas']",Koffing,https://scrapeme.live/shop/Koffing/
"['licking', 'pokemon']","Whenever Lickitung comes across something new, it will unfailingly give it a lick. It does so because it memorizes things by texture and by taste. It is somewhat put off by sour things.",3,3,3,144.4,142.0,5903,291,"['licking', 'lickitung', 'oblivious']",Lickitung,https://scrapeme.live/shop/Lickitung/
"['pokemon', 'punching']",Hitmonchan is said to possess the spirit of a boxer who had been working toward a world championship. This Pokémon has an indomitable spirit and will never give up in the face of adversity.,4,4,4,110.7,91.0,3499,163,"['hitmonchan', 'keen eye', 'punching']",Hitmonchan,https://scrapeme.live/shop/Hitmonchan/
"['kicking', 'pokemon']","Hitmonlee’s legs freely contract and stretch. Using these springlike legs, it bowls over foes with devastating kicks. After battle, it rubs down its legs and loosens the muscles to overcome fatigue.",4,4,4,109.8,73.0,6833,269,"['hitmonlee', 'kicking', 'limber']",Hitmonlee,https://scrapeme.live/shop/Hitmonlee/
"['lonely', 'pokemon']","Cubone pines for the mother it will never see again. Seeing a likeness of its mother in the full moon, it cries. The stains on the skull the Pokémon wears are made by the tears it sheds.",1,1,1,14.3,177.0,3170,242,"['cubone', 'lonely', 'rock head']",Cubone,https://scrapeme.live/shop/Cubone/
"['coconut', 'pokemon']","Exeggutor originally came from the tropics. Its heads steadily grow larger from exposure to strong sunlight. It is said that when the heads fall off, they group together to form Exeggcute.",6,6,6,264.6,68.0,8250,292,"['chlorophyll', 'coconut', 'exeggutor']",Exeggutor,https://scrapeme.live/shop/Exeggutor/
"['egg', 'pokemon']","This Pokémon consists of six eggs that form a closely knit cluster. The six eggs attract each other and spin around. When cracks increasingly appear on the eggs, Exeggcute is close to evolution.",1,1,1,5.5,126.0,2494,144,"['chlorophyll', 'egg', 'exeggcute']",Exeggcute,https://scrapeme.live/shop/Exeggcute/
"['ball', 'pokemon']",One of Electrode’s characteristics is its attraction to electricity. It is a problematical Pokémon that congregates mostly at electrical power plants to feed on electricity that has just been generated.,3,3,3,146.8,100.0,1042,230,"['ball', 'electrode', 'static']",Electrode,https://scrapeme.live/shop/Electrode/
"['ball', 'pokemon']",Voltorb is extremely sensitive—it explodes at the slightest of shocks. It is rumored that it was first created when a Poké Ball was exposed to a powerful pulse of energy.,1,1,1,22.9,189.0,9522,245,"['ball', 'static', 'voltorb']",Voltorb,https://scrapeme.live/shop/Voltorb/
"['pincer', 'pokemon']","Kingler has an enormous, oversized claw. It waves this huge claw in the air to communicate with others. However, because the claw is so heavy, the Pokémon quickly tires.",4,4,4,132.3,72.0,1454,271,"['kingler', 'pincer', 'shell armor']",Kingler,https://scrapeme.live/shop/Kingler/
"['mysterious', 'pokemon']",Starmie swims through water by spinning its star-shaped body as if it were a propeller on a ship. The core at the center of this Pokémon’s body glows in seven colors.,3,3,3,176.4,176.0,7984,283,"['mysterious', 'natural cure', 'starmie']",Starmie,https://scrapeme.live/shop/Starmie/
"['pokemon', 'star shape']","Staryu apparently communicates with the stars in the night sky by flashing the red core at the center of its body. If parts of its body are torn, this Pokémon simply regenerates the missing pieces and limbs.",2,2,2,76.1,166.0,7802,292,"['natural cure', 'star shape', 'staryu']",Staryu,https://scrapeme.live/shop/Staryu/
"['atrocious', 'pokemon']","Once Gyarados goes on a rampage, its ferociously violent blood doesn’t calm until it has burned everything down. There are records of this Pokémon’s rampages lasting a whole month.",21,21,21,518.1,79.0,9629,100,"['atrocious', 'gyarados', 'intimidate']",Gyarados,https://scrapeme.live/shop/Gyarados/
"['fish', 'pokemon']","Magikarp is virtually useless in battle as it can only splash around. As a result, it is considered to be weak. However, it is actually a very hardy Pokémon that can survive in any body of water no matter how polluted it is.",2,2,2,22.0,43.0,6706,126,"['fish', 'magikarp', 'swift swim']",Magikarp,https://scrapeme.live/shop/Magikarp/
"['pokemon', 'wild bull']","This Pokémon is not satisfied unless it is rampaging at all times. If there is no opponent for Tauros to battle, it will charge at thick trees and knock them down to calm itself.",4,4,4,194.9,63.0,2149,298,"['intimidate', 'tauros', 'wild bull']",Tauros,https://scrapeme.live/shop/Tauros/
"['pokemon', 'stag beetle']","Pinsir has a pair of massive horns. Protruding from the surface of these horns are thorns. These thorns are driven deeply into the foe’s body when the pincer closes, making it tough for the foe to escape.",4,4,4,121.3,141.0,2091,29,"['hyper cutter', 'pinsir', 'stag beetle']",Pinsir,https://scrapeme.live/shop/Pinsir/
"['pokemon', 'spitfire']","In battle, Magmar blows out intensely hot flames from all over its body to intimidate its opponent. This Pokémon’s fiery bursts create heat waves that ignite grass and trees in its surroundings.",4,4,4,98.1,130.0,8655,16,"['flame body', 'magmar', 'spitfire']",Magmar,https://scrapeme.live/shop/Magmar/
"['electric', 'pokemon']","When a storm arrives, gangs of this Pokémon compete with each other to scale heights that are likely to be stricken by lightning bolts. Some towns use Electabuzz in place of lightning rods.",3,3,3,66.1,125.0,7699,63,"['electabuzz', 'electric', 'static']",Electabuzz,https://scrapeme.live/shop/Electabuzz/
"['human shape', 'pokemon']","Jynx walks rhythmically, swaying and shaking its hips as if it were dancing. Its motions are so bouncingly alluring, people seeing it are compelled to shake their hips without giving any thought to what they are doing.",4,4,4,89.5,138.0,1615,197,"['human shape', 'jynx', 'oblivious']",Jynx,https://scrapeme.live/shop/Jynx/
"['mantis', 'pokemon']","Scyther is blindingly fast. Its blazing speed enhances the effectiveness of the twin scythes on its forearms. This Pokémon’s scythes are so effective, they can slice through thick logs in one wicked stroke.",4,4,4,123.5,85.0,5181,139,"['mantis', 'scyther', 'swarm']",Scyther,https://scrapeme.live/shop/Scyther/
"['barrier', 'pokemon']","Mr. Mime is a master of pantomime. Its gestures and motions convince watchers that something unseeable actually exists. Once the watchers are convinced, the unseeable thing exists as if it were real.",4,4,4,120.1,144.0,9469,105,"['barrier', 'mr-mime', 'soundproof']",Mr-mime,https://scrapeme.live/shop/Mr-mime/
"['goldfish', 'pokemon']",Seaking is very protective of its eggs. The male and female will take turns patrolling around their nest and eggs. The guarding of eggs by these Pokémon goes on for over a month.,4,4,4,86.0,129.0,9260,226,"['goldfish', 'seaking', 'swift swim']",Seaking,https://scrapeme.live/shop/Seaking/
"['goldfish', 'pokemon']","Goldeen loves swimming wild and free in rivers and ponds. If one of these Pokémon is placed in an aquarium, it will shatter even the thickest glass with one ram of its horn and make its escape.",2,2,2,33.1,170.0,3144,117,"['goldeen', 'goldfish', 'swift swim']",Goldeen,https://scrapeme.live/shop/Goldeen/
"['dragon', 'pokemon']","Seadra generates whirlpools by spinning its body. The whirlpools are strong enough to swallow even fishing boats. This Pokémon weakens prey with these currents, then swallows it whole.",3,3,3,55.1,51.0,2148,45,"['dragon', 'poison point', 'seadra']",Seadra,https://scrapeme.live/shop/Seadra/
"['dragon', 'pokemon']","If Horsea senses danger, it will reflexively spray a dense black ink from its mouth and try to escape. This Pokémon swims by cleverly flapping the fin on its back.",1,1,1,17.6,154.0,1885,88,"['dragon', 'horsea', 'swift swim']",Horsea,https://scrapeme.live/shop/Horsea/
"['parent', 'pokemon']","If you come across a young Kangaskhan playing by itself, you must never disturb it or attempt to catch it. The baby Pokémon’s parent is sure to be in the area, and it will become violently enraged at you.",7,7,7,176.4,164.0,7268,35,"['early bird', 'kangaskhan', 'parent']",Kangaskhan,https://scrapeme.live/shop/Kangaskhan/
"['flame', 'pokemon']","Flareon’s fluffy fur has a functional purpose—it releases heat into the air so that its body does not get excessively hot. This Pokémon’s body temperature can rise to a maximum of 1,650 degrees Fahrenheit.",2,2,2,55.1,34.0,8149,142,"['flame', 'flareon', 'flash fire']",Flareon,https://scrapeme.live/shop/Flareon/
"['lightning', 'pokemon']","Jolteon’s cells generate a low level of electricity. This power is amplified by the static electricity of its fur, enabling the Pokémon to drop thunderbolts. The bristling fur is made of electrically charged needles.",2,2,2,54.0,158.0,4119,37,"['jolteon', 'lightning', 'volt absorb']",Jolteon,https://scrapeme.live/shop/Jolteon/
"['bubble jet', 'pokemon']",Vaporeon underwent a spontaneous mutation and grew fins and gills that allow it to live underwater. This Pokémon has the ability to freely control water.,3,3,3,63.9,147.0,5437,226,"['bubble jet', 'vaporeon', 'water absorb']",Vaporeon,https://scrapeme.live/shop/Vaporeon/
"['flame', 'pokemon']","Moltres is a legendary bird Pokémon that has the ability to control fire. If this Pokémon is injured, it is said to dip its body in the molten magma of a volcano to burn and heal itself.",6,6,6,132.3,178.0,2571,208,"['flame', 'moltres', 'pressure']",Moltres,https://scrapeme.live/shop/Moltres/
"['electric', 'pokemon']",Zapdos is a legendary bird Pokémon that has the ability to control electricity. It usually lives in thunderclouds. The Pokémon gains power if it is stricken by lightning bolts.,5,5,5,116.0,133.0,7213,265,"['electric', 'pressure', 'zapdos']",Zapdos,https://scrapeme.live/shop/Zapdos/
"['freeze', 'pokemon']","Articuno is a legendary bird Pokémon that can control ice. The flapping of its wings chills the air. As a result, it is said that when this Pokémon flies, snow will fall.",5,5,5,122.1,77.0,6040,101,"['articuno', 'freeze', 'pressure']",Articuno,https://scrapeme.live/shop/Articuno/
"['pokemon', 'sleeping']",Snorlax’s typical day consists of nothing more than eating and sleeping. It is such a docile Pokémon that there are children who use its expansive belly as a place to play.,6,6,6,1014.1,134.0,9883,260,"['sleeping', 'snorlax', 'thick fat']",Snorlax,https://scrapeme.live/shop/Snorlax/
"['fossil', 'pokemon']",Aerodactyl is a Pokémon from the age of dinosaurs. It was regenerated from genetic material extracted from amber. It is imagined to have been the king of the skies in ancient times.,5,5,5,130.1,56.0,1801,257,"['aerodactyl', 'fossil', 'rock head']",Aerodactyl,https://scrapeme.live/shop/Aerodactyl/
"['pokemon', 'shellfish']",Kabutops swam underwater to hunt for its prey in ancient times. The Pokémon was apparently evolving from being a water dweller to living on land as evident from the beginnings of change in its gills and legs.,4,4,4,89.3,57.0,4736,228,"['kabutops', 'shellfish', 'swift swim']",Kabutops,https://scrapeme.live/shop/Kabutops/
"['pokemon', 'shellfish']","Kabuto is a Pokémon that has been regenerated from a fossil. However, in extremely rare cases, living examples have been discovered. The Pokémon has not changed at all for 300 million years.",1,1,1,25.4,79.0,9584,187,"['kabuto', 'shellfish', 'swift swim']",Kabuto,https://scrapeme.live/shop/Kabuto/
"['pokemon', 'spiral']","Omastar uses its tentacles to capture its prey. It is believed to have become extinct because its shell grew too large and heavy, causing its movements to become too slow and ponderous.",3,3,3,77.2,61.0,3283,249,"['omastar', 'shell armor', 'spiral']",Omastar,https://scrapeme.live/shop/Omastar/
